,longitude,latitude,neigh,room_type,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable
319,-82.56318,35.50384,C,Entire home/apt,4,2.0,2.0,145.0,3,121,4.98,True
320,-82.60612,35.58258,A,Entire home/apt,4,2.0,3.0,149.0,30,52,4.9,True
321,-82.48814,35.58741,E,Entire home/apt,4,2.0,2.0,243.0,2,82,4.99,False
322,-82.58321,35.63145,D,Entire home/apt,2,1.0,3.0,151.0,30,28,4.96,False
324,-82.54228,35.59841,B,Entire home/apt,2,1.0,1.0,80.0,30,4,5.0,True
325,-82.60121,35.57055,A,Entire home/apt,3,2.0,2.0,55.0,30,7,4.43,False
326,-82.55418,35.59188,B,Entire home/apt,4,1.0,1.0,118.0,1,548,4.9,True
327,-82.47246,35.6327,E,Private room,2,1.0,1.0,99.0,2,129,4.98,False
328,-82.61827,35.59609,A,Entire home/apt,3,1.0,1.0,79.0,2,219,4.95,False
329,-82.55364,35.58081,B,Entire home/apt,4,2.0,2.0,119.0,30,20,5.0,False
330,-82.5665,35.59692,B,Entire home/apt,2,1.0,1.0,114.0,2,408,4.95,True
331,-82.58576,35.5734,A,Entire home/apt,4,1.0,2.0,54.0,1,518,4.73,True
332,-82.57675,35.57516,A,Entire home/apt,4,1.0,1.0,107.0,2,194,4.92,False
333,-82.5774,35.62346,D,Entire home/apt,6,4.0,4.0,140.0,2,186,4.44,True
334,-82.60872,35.50579,A,Entire home/apt,3,1.0,2.0,86.0,2,144,4.85,False
335,-82.62429,35.55337,A,Entire home/apt,4,2.0,3.0,75.0,30,4,5.0,False
336,-82.57456,35.62181,D,Entire home/apt,4,2.0,2.0,160.0,2,187,4.99,False
337,-82.55466,35.59698,B,Entire home/apt,2,1.0,1.0,196.0,2,236,4.94,True
338,-82.59357,35.58075,A,Private room,2,1.0,1.0,54.0,1,137,4.83,False
339,-82.49855,35.58384,E,Entire home/apt,2,1.0,1.0,80.0,2,141,4.89,True
341,-82.47963,35.54648,C,Entire home/apt,6,2.0,2.0,157.0,1,392,4.91,True
342,-82.56623,35.5978,B,Entire home/apt,2,1.0,1.0,145.0,2,151,4.95,True
343,-82.56462,35.58983,B,Entire home/apt,3,1.0,1.0,236.0,1,253,4.99,True
344,-82.61212,35.50874,A,Entire home/apt,2,1.0,1.0,119.0,2,262,4.93,False
345,-82.56078,35.4637,F,Entire home/apt,6,1.0,2.0,115.0,1,121,4.94,False
346,-82.59221,35.57691,A,Entire home/apt,3,1.0,1.0,151.0,2,275,4.95,False
347,-82.51304,35.55401,C,Entire home/apt,10,3.0,5.0,153.0,2,421,4.89,True
348,-82.5506,35.60729,B,Entire home/apt,4,2.0,2.0,127.0,2,202,4.84,False
349,-82.50974,35.54698,C,Entire home/apt,2,1.0,1.0,116.0,2,306,4.97,False
350,-82.55476,35.60203,B,Entire home/apt,4,2.0,2.0,141.0,2,411,4.9,True
351,-82.58833,35.6478,D,Entire home/apt,4,1.0,2.0,202.0,3,121,4.96,False
352,-82.59784,35.57989,A,Entire home/apt,6,2.0,3.0,63.0,30,165,4.73,False
353,-82.55866,35.59221,B,Entire home/apt,2,1.0,1.0,118.0,1,388,4.56,True
354,-82.56158,35.60212,B,Entire home/apt,2,1.0,1.0,143.0,2,156,5.0,False
355,-82.53459,35.57402,C,Entire home/apt,2,1.0,1.0,119.0,2,344,4.98,False
356,-82.51476,35.48594,C,Entire home/apt,2,1.0,2.0,88.0,3,308,4.93,True
357,-82.55559,35.59499,B,Private room,2,1.0,1.0,103.0,1,136,4.42,True
358,-82.57696,35.58305,A,Entire home/apt,2,1.0,1.0,220.0,2,207,4.91,True
360,-82.65146,35.63818,A,Private room,2,1.0,1.0,96.0,2,14,4.93,False
361,-82.59642,35.57425,A,Entire home/apt,4,1.0,2.0,133.0,2,299,4.92,False
362,-82.47875,35.55611,C,Private room,2,1.0,1.0,105.0,1,59,4.95,True
363,-82.64757,35.51354,G,Entire home/apt,6,3.0,4.0,269.0,2,13,4.69,False
364,-82.47565,35.5892,E,Entire home/apt,4,2.0,3.0,79.0,1,82,4.84,False
365,-82.56255,35.59767,B,Entire home/apt,4,2.0,2.0,187.0,6,32,5.0,False
366,-82.5852,35.58108,A,Entire home/apt,3,1.0,1.0,70.0,30,215,4.94,True
367,-82.64924,35.5156,G,Entire home/apt,5,1.0,7.0,116.0,2,135,4.76,False
368,-82.46825,35.63136,E,Entire home/apt,7,2.0,3.0,132.0,6,13,5.0,False
369,-82.51106,35.59776,E,Entire home/apt,2,1.0,1.0,119.0,1,233,4.96,True
370,-82.58584,35.57275,A,Entire home/apt,2,1.0,1.0,124.0,2,313,4.94,False
371,-82.52364,35.56531,C,Entire home/apt,4,2.0,2.0,179.0,30,28,4.96,False
372,-82.48411,35.56502,C,Private room,2,1.0,1.0,56.0,2,115,4.97,False
373,-82.54097,35.60256,D,Entire home/apt,4,2.0,2.0,150.0,30,50,4.84,False
374,-82.47592,35.65417,E,Entire home/apt,4,2.0,3.0,259.0,2,44,4.95,True
375,-82.59381,35.57977,A,Entire home/apt,4,3.0,2.0,160.0,14,15,4.86,False
376,-82.52819,35.42877,H,Entire home/apt,7,3.0,6.0,189.0,3,65,4.66,True
377,-82.55507,35.59961,B,Entire home/apt,4,2.0,2.0,250.0,3,352,4.96,False
378,-82.55375,35.59283,B,Entire home/apt,4,2.0,2.0,230.0,2,101,4.89,False
379,-82.55806,35.59228,B,Entire home/apt,2,1.0,1.0,125.0,2,192,4.54,False
380,-82.55898,35.62686,D,Entire home/apt,2,1.0,1.0,89.0,1,518,4.93,True
381,-82.57099,35.57642,A,Entire home/apt,2,1.0,2.0,54.0,30,8,4.75,False
382,-82.48244,35.6272,E,Entire home/apt,3,1.0,2.0,76.0,2,274,4.94,False
383,-82.48834,35.60733,E,Entire home/apt,2,1.0,1.0,118.0,2,199,4.73,False
384,-82.59457,35.58039,A,Entire home/apt,2,1.0,1.0,110.0,28,56,4.96,False
385,-82.57892,35.57756,A,Entire home/apt,2,,1.0,157.0,2,358,4.92,True
387,-82.52894,35.57108,C,Entire home/apt,4,1.0,1.0,80.0,1,411,4.86,True
388,-82.51521,35.58552,E,Entire home/apt,3,,2.0,108.0,2,276,4.97,False
389,-82.56026,35.57556,B,Entire home/apt,5,1.0,3.0,102.0,2,374,4.68,True
390,-82.51756,35.53114,C,Private room,1,1.0,1.0,100.0,7,36,4.89,False
391,-82.60242,35.58967,A,Entire home/apt,4,1.0,2.0,152.0,2,174,4.83,False
392,-82.59794,35.51845,A,Entire home/apt,4,2.0,2.0,110.0,3,104,4.84,False
393,-82.54373,35.46034,F,Entire home/apt,4,2.0,2.0,142.0,3,124,4.98,False
394,-82.55982,35.5805,B,Private room,2,1.0,1.0,126.0,2,389,4.96,True
396,-82.53508,35.62821,D,Entire home/apt,8,3.0,3.0,343.0,3,33,4.77,True
397,-82.56187,35.60264,B,Entire home/apt,3,1.0,1.0,145.0,2,238,4.92,True
398,-82.55649,35.59375,B,Entire home/apt,4,1.0,1.0,150.0,2,166,4.47,True
399,-82.50202,35.58849,E,Entire home/apt,2,1.0,1.0,98.0,2,424,4.99,False
400,-82.6313,35.56588,A,Entire home/apt,5,2.0,2.0,171.0,3,62,4.89,False
401,-82.50151,35.47629,F,Private room,7,3.0,4.0,185.0,1,36,4.89,False
402,-82.58267,35.63382,D,Entire home/apt,4,2.0,2.0,118.0,2,66,4.94,False
403,-82.53368,35.57913,C,Entire home/apt,4,2.0,2.0,144.0,3,249,4.97,False
404,-82.59224,35.48852,F,Entire home/apt,4,1.0,2.0,107.0,2,127,4.93,True
405,-82.58475,35.635,D,Entire home/apt,6,2.0,2.0,210.0,2,339,4.83,False
406,-82.51118,35.56187,C,Entire home/apt,2,1.0,1.0,78.0,28,29,5.0,False
407,-82.65855,35.5918,A,Entire home/apt,5,2.0,2.0,106.0,2,157,4.87,True
408,-82.50285,35.47511,F,Entire home/apt,6,3.0,3.0,87.0,2,80,4.86,False
409,-82.60923,35.58354,A,Private room,2,1.0,1.0,60.0,1,173,4.88,False
410,-82.55357,35.59585,B,Entire home/apt,5,2.0,3.0,291.0,3,86,4.97,True
411,-82.5619,35.5997,B,Entire home/apt,5,2.0,3.0,171.0,2,308,4.86,True
412,-82.54846,35.64893,D,Entire home/apt,2,1.0,1.0,115.0,3,97,4.98,True
413,-82.61117,35.53193,A,Entire home/apt,6,3.0,4.0,134.0,2,77,4.84,False
414,-82.53024,35.6268,D,Entire home/apt,4,2.0,2.0,142.0,2,195,4.64,False
415,-82.62883,35.54977,A,Entire home/apt,7,2.0,4.0,121.0,1,364,4.98,False
416,-82.60859,35.5818,A,Entire home/apt,4,2.0,2.0,146.0,2,235,4.83,True
417,-82.55352,35.59581,B,Entire home/apt,4,2.0,2.0,367.0,3,274,4.98,False
418,-82.55787,35.58726,B,Private room,2,1.0,1.0,90.0,2,117,4.97,False
419,-82.5258,35.43174,H,Private room,3,1.0,2.0,121.0,1,107,4.79,True
420,-82.58195,35.62876,D,Entire home/apt,5,2.0,2.0,164.0,2,36,4.86,False
421,-82.59528,35.58433,A,Entire home/apt,6,4.0,5.0,185.0,30,1,5.0,True
422,-82.63064,35.52815,A,Entire home/apt,2,1.0,1.0,131.0,2,46,5.0,True
423,-82.55665,35.57583,B,Private room,2,1.0,1.0,78.0,1,614,4.97,True
424,-82.48867,35.58702,E,Entire home/apt,6,1.0,1.0,250.0,2,51,4.75,True
425,-82.56981,35.58161,A,Entire home/apt,6,2.0,3.0,300.0,3,129,4.91,False
426,-82.55934,35.6089,B,Entire home/apt,6,2.0,4.0,175.0,1,292,4.92,True
427,-82.57728,35.58226,A,Entire home/apt,4,1.0,1.0,165.0,2,30,4.93,False
428,-82.4674,35.46129,H,Entire home/apt,8,3.0,5.0,283.0,2,53,4.81,True
429,-82.5742,35.44286,F,Entire home/apt,16,6.0,10.0,846.0,2,51,4.82,True
430,-82.52367,35.61207,E,Entire home/apt,6,3.0,3.0,152.0,2,32,4.72,True
431,-82.56816,35.56785,A,Entire home/apt,6,3.0,4.0,350.0,2,64,4.86,True
432,-82.51918,35.61539,E,Entire home/apt,6,2.0,2.0,301.0,2,358,4.97,True
433,-82.51147,35.46976,F,Entire home/apt,4,2.0,3.0,109.0,2,52,4.87,False
434,-82.55716,35.59263,B,Entire home/apt,4,1.0,1.0,132.0,1,218,4.56,True
435,-82.536835,35.59745,E,Private room,2,1.0,1.0,89.0,1,170,4.95,False
436,-82.56016,35.59898,B,Entire home/apt,5,2.0,3.0,119.0,1,120,4.93,False
437,-82.5375,35.5917,E,Entire home/apt,2,,1.0,106.0,2,536,4.9,True
438,-82.5503,35.60343,B,Entire home/apt,2,1.0,1.0,148.0,3,254,5.0,False
439,-82.53314,35.62335,D,Entire home/apt,2,1.0,1.0,183.0,2,426,4.95,True
440,-82.52242,35.6255,D,Entire home/apt,2,1.0,1.0,336.0,2,9,5.0,False
441,-82.63428,35.59383,A,Entire home/apt,2,1.0,1.0,100.0,1,403,4.95,False
442,-82.53662,35.57579,C,Entire home/apt,2,1.0,2.0,86.0,2,261,4.79,True
443,-82.63979,35.61844,A,Entire home/apt,3,2.0,2.0,185.0,3,153,4.94,False
444,-82.58296,35.61834,A,Entire home/apt,9,3.0,5.0,319.0,1,219,4.76,True
445,-82.52251,35.56677,C,Entire home/apt,2,1.0,1.0,129.0,2,93,4.76,True
446,-82.58665,35.63105,D,Entire home/apt,8,3.0,5.0,228.0,2,228,4.84,True
447,-82.5496,35.61201,B,Entire home/apt,2,1.0,1.0,82.0,30,14,4.69,False
448,-82.54984,35.63939,D,Private room,4,1.0,5.0,99.0,2,178,4.92,True
449,-82.51881,35.61538,E,Entire home/apt,10,4.0,7.0,859.0,2,49,4.96,True
450,-82.60125,35.55654,A,Entire home/apt,8,4.0,5.0,443.0,3,176,4.93,False
451,-82.59532,35.58129,A,Entire home/apt,2,1.0,1.0,118.0,2,354,4.96,False
452,-82.5494,35.60413,B,Private room,2,1.0,1.0,150.0,20,1,0.0,True
453,-82.54885,35.60302,B,Entire home/apt,2,1.0,1.0,214.0,2,131,4.99,True
454,-82.6056,35.58302,A,Entire home/apt,2,1.0,1.0,89.0,2,249,4.92,True
455,-82.63338,35.56566,A,Entire home/apt,4,,2.0,75.0,2,165,4.92,False
456,-82.51953,35.56364,C,Private room,2,1.0,1.0,118.0,1,187,4.8,True
457,-82.4774,35.65206,E,Entire home/apt,7,4.0,4.0,149.0,4,2,5.0,False
458,-82.61866,35.51025,A,Entire home/apt,8,3.0,4.0,187.0,3,46,4.98,True
459,-82.5572,35.59238,B,Entire home/apt,4,1.0,1.0,149.0,1,272,4.53,False
460,-82.60745,35.58358,A,Entire home/apt,2,1.0,1.0,88.0,1,129,4.8,True
461,-82.56686,35.60844,B,Entire home/apt,2,1.0,1.0,138.0,2,217,4.95,True
462,-82.57823,35.62402,D,Entire home/apt,4,2.0,2.0,180.0,3,57,4.75,False
463,-82.53791,35.60958,D,Entire home/apt,2,1.0,1.0,172.0,2,184,4.96,True
464,-82.55863,35.58865,B,Private room,2,1.0,1.0,121.0,2,310,4.93,True
465,-82.5586,35.58975,B,Private room,2,1.0,1.0,158.0,2,285,4.96,True
466,-82.54118,35.60303,D,Entire home/apt,4,2.0,2.0,295.0,2,29,4.65,True
467,-82.6074,35.58021,A,Entire home/apt,2,1.0,1.0,150.0,2,335,4.92,True
468,-82.53764,35.59582,E,Entire home/apt,4,2.0,2.0,125.0,22,28,4.79,False
469,-82.50957,35.54942,C,Entire home/apt,6,3.0,4.0,194.0,2,27,5.0,False
470,-82.56727,35.58875,B,Entire home/apt,4,2.0,2.0,164.0,2,202,4.91,True
471,-82.51875,35.64704,D,Private room,4,,2.0,75.0,3,2,5.0,False
472,-82.52906,35.64673,D,Entire home/apt,3,1.0,1.0,93.0,1,90,4.99,False
473,-82.48592,35.56058,C,Entire home/apt,2,1.0,1.0,120.0,1,673,4.98,True
474,-82.56052,35.57569,B,Private room,2,1.0,1.0,138.0,2,39,4.97,False
475,-82.55846,35.61755,D,Entire home/apt,4,1.0,3.0,202.0,2,109,4.95,False
476,-82.66164,35.51457,G,Entire home/apt,4,1.0,1.0,156.0,3,75,4.95,False
477,-82.62994,35.55255,A,Private room,2,1.0,1.0,86.0,2,209,4.97,False
478,-82.5561,35.59454,B,Private room,2,1.0,1.0,103.0,1,15,4.47,True
479,-82.55739,35.59265,B,Private room,2,1.0,1.0,103.0,1,41,4.49,True
480,-82.55594,35.5945,B,Private room,2,1.0,1.0,103.0,1,15,4.27,True
481,-82.55602,35.59409,B,Private room,2,1.0,1.0,103.0,1,25,4.56,True
482,-82.50744,35.62224,E,Entire home/apt,6,2.0,2.0,181.0,1,124,4.95,False
483,-82.48759,35.53754,C,Entire home/apt,4,2.0,2.0,143.0,3,290,4.98,False
484,-82.55738,35.59459,B,Private room,2,1.0,1.0,103.0,1,85,4.56,True
485,-82.57749,35.58077,A,Private room,4,1.0,1.0,82.0,1,143,4.94,True
486,-82.55738,35.5935,B,Private room,4,1.0,2.0,103.0,1,52,4.6,True
487,-82.5564,35.59319,B,Private room,4,1.0,2.0,103.0,1,131,4.59,True
488,-82.55623,35.59299,B,Private room,4,1.0,2.0,103.0,1,78,4.45,True
489,-82.60913,35.58143,A,Entire home/apt,6,2.0,7.0,126.0,2,263,4.95,True
490,-82.50325,35.61886,E,Entire home/apt,2,1.0,1.0,85.0,2,76,4.96,False
491,-82.56795,35.56781,A,Entire home/apt,6,2.0,2.0,171.0,2,158,4.94,True
492,-82.52916,35.57179,C,Entire home/apt,11,2.0,7.0,81.0,1,221,4.65,True
493,-82.53509,35.63526,D,Entire home/apt,2,1.0,1.0,105.0,2,370,4.98,True
494,-82.5742,35.58432,A,Entire home/apt,2,1.0,2.0,85.0,2,187,4.98,False
495,-82.48763,35.6105,E,Entire home/apt,7,3.0,5.0,323.0,2,177,4.94,True
497,-82.59882,35.46073,F,Entire home/apt,11,5.0,6.0,550.0,2,79,4.9,False
498,-82.53165,35.58816,E,Entire home/apt,6,2.0,4.0,280.0,1,64,4.98,True
499,-82.55109,35.60577,B,Private room,2,1.0,1.0,106.0,1,107,4.95,False
500,-82.55693,35.59247,B,Entire home/apt,2,1.0,1.0,111.0,1,249,4.52,True
501,-82.5514,35.60585,B,Private room,3,2.0,2.0,105.0,1,88,4.95,False
502,-82.56121,35.62244,D,Entire home/apt,6,2.0,2.0,80.0,2,250,4.71,False
503,-82.66878,35.56426,G,Entire home/apt,2,1.0,1.0,137.0,2,321,4.85,True
504,-82.47356,35.59193,E,Entire home/apt,8,3.0,3.0,95.0,2,305,4.97,True
505,-82.4721,35.62852,E,Entire home/apt,12,3.0,5.0,700.0,2,129,4.96,False
506,-82.5255,35.42979,H,Entire home/apt,4,1.0,2.0,74.0,1,250,4.87,True
507,-82.59377,35.57561,A,Entire home/apt,4,1.0,2.0,136.0,2,225,4.96,False
508,-82.59781,35.58044,A,Entire home/apt,6,3.0,4.0,224.0,2,159,4.77,True
509,-82.59993,35.57589,A,Entire home/apt,9,4.0,6.0,110.0,30,3,5.0,False
510,-82.58984,35.57537,A,Entire home/apt,4,2.0,3.0,150.0,30,16,4.81,True
511,-82.5908,35.60655,A,Entire home/apt,4,1.0,2.0,81.0,1,376,4.88,True
512,-82.52788,35.61218,E,Entire home/apt,4,,3.0,100.0,2,233,4.94,False
513,-82.56686,35.56762,A,Entire home/apt,10,4.0,4.0,464.0,3,153,4.95,False
514,-82.62429,35.57472,A,Entire home/apt,5,2.0,3.0,75.0,30,6,5.0,False
515,-82.59682,35.58382,A,Entire home/apt,2,1.0,1.0,135.0,3,40,4.95,True
516,-82.59653,35.57969,A,Entire home/apt,2,1.0,1.0,99.0,2,173,4.72,True
517,-82.62847,35.57847,A,Entire home/apt,2,1.0,1.0,175.0,2,127,4.97,False
518,-82.59334,35.60062,A,Entire home/apt,5,2.0,3.0,78.0,1,273,4.82,False
519,-82.55392,35.60912,B,Entire home/apt,2,1.0,1.0,128.0,2,153,4.95,True
520,-82.56261,35.62205,D,Entire home/apt,2,1.0,1.0,169.0,2,138,4.99,False
522,-82.57393,35.57357,A,Entire home/apt,4,2.0,2.0,261.0,2,104,4.81,False
523,-82.55137,35.63551,D,Entire home/apt,2,1.0,1.0,106.0,2,243,4.97,True
524,-82.55795,35.5949,B,Entire home/apt,2,1.0,1.0,114.0,1,264,4.6,True
525,-82.47149,35.53842,C,Entire home/apt,4,1.0,2.0,58.0,1,203,4.91,True
526,-82.55036,35.6051,B,Entire home/apt,2,1.0,1.0,189.0,2,3,5.0,False
527,-82.52647,35.64471,D,Entire home/apt,4,1.0,1.0,87.0,2,162,4.89,False
528,-82.53601,35.58246,C,Entire home/apt,4,2.0,2.0,150.0,1,227,4.99,False
529,-82.59903,35.58419,A,Private room,4,,2.0,98.0,2,89,4.97,False
530,-82.62124,35.63195,A,Entire home/apt,3,,2.0,109.0,2,113,4.95,True
531,-82.56677,35.604,B,Entire home/apt,7,2.0,4.0,135.0,2,143,4.85,True
533,-82.56567,35.59785,B,Entire home/apt,4,,2.0,155.0,3,105,4.98,True
534,-82.50613,35.59231,E,Private room,2,1.0,1.0,84.0,1,139,4.99,False
535,-82.60599,35.5762,A,Entire home/apt,3,2.0,2.0,115.0,28,72,4.93,False
536,-82.58402,35.65373,D,Entire home/apt,15,6.0,9.0,781.0,3,40,4.95,True
537,-82.46303,35.55838,C,Private room,2,1.0,1.0,79.0,2,133,5.0,False
538,-82.61196,35.57367,A,Entire home/apt,4,,2.0,86.0,3,241,4.83,False
539,-82.5361,35.59072,E,Entire home/apt,6,2.0,4.0,339.0,2,142,4.99,False
540,-82.57399,35.58221,A,Entire home/apt,4,1.0,2.0,159.0,2,177,4.94,True
541,-82.4707,35.6193,E,Entire home/apt,4,1.0,2.0,95.0,2,108,4.99,False
542,-82.51187,35.47358,F,Entire home/apt,5,2.0,3.0,143.0,2,22,4.86,True
543,-82.55212,35.61005,B,Entire home/apt,4,2.0,2.0,119.0,2,150,4.89,False
544,-82.52789,35.63231,D,Entire home/apt,4,2.0,3.0,175.0,3,77,4.77,True
545,-82.5413,35.5868,B,Entire home/apt,2,2.0,2.0,85.0,30,5,5.0,False
546,-82.55435,35.61249,B,Entire home/apt,4,2.0,2.0,107.0,2,86,4.98,False
547,-82.51144,35.55225,C,Entire home/apt,6,2.0,3.0,99.0,2,351,4.85,True
548,-82.61431,35.58683,A,Entire home/apt,8,3.0,4.0,200.0,2,285,4.81,True
549,-82.56276,35.61749,D,Entire home/apt,3,1.0,2.0,91.0,2,179,4.97,True
550,-82.5698,35.59542,B,Entire home/apt,2,1.0,1.0,119.0,3,139,4.91,False
551,-82.58746,35.47762,F,Entire home/apt,5,3.0,3.0,150.0,2,83,4.81,False
552,-82.46705,35.63337,E,Entire home/apt,3,,2.0,114.0,2,154,4.99,True
553,-82.53679,35.6325,D,Entire home/apt,4,2.0,2.0,70.0,1,140,4.96,True
554,-82.56614,35.59055,B,Entire home/apt,4,1.0,1.0,181.0,1,346,4.92,True
555,-82.47596,35.5421,C,Entire home/apt,3,2.0,1.0,199.0,4,29,4.93,False
556,-82.51105,35.49078,C,Entire home/apt,6,3.0,5.0,277.0,2,182,4.97,False
557,-82.47508,35.61509,E,Entire home/apt,2,,1.0,156.0,1,328,4.95,True
558,-82.56556,35.59726,B,Entire home/apt,4,1.0,2.0,115.0,2,570,4.85,False
559,-82.51727,35.64466,D,Entire home/apt,8,4.0,5.0,365.0,2,215,4.99,False
560,-82.59509,35.57007,A,Entire home/apt,3,1.0,2.0,116.0,3,135,4.95,False
561,-82.58947,35.57493,A,Entire home/apt,4,2.0,2.0,199.0,2,27,4.93,True
562,-82.5309,35.49202,C,Private room,6,1.0,8.0,70.0,2,97,4.99,False
563,-82.58568,35.64813,D,Entire home/apt,2,1.0,4.0,79.0,2,237,4.94,False
564,-82.50847,35.56479,C,Entire home/apt,8,2.0,3.0,150.0,5,93,4.8,True
565,-82.55863,35.6011,B,Entire home/apt,2,1.0,1.0,55.0,30,6,4.67,False
566,-82.62924,35.60129,A,Entire home/apt,7,3.0,3.0,274.0,3,114,4.91,False
567,-82.52431,35.55007,C,Entire home/apt,2,1.0,1.0,78.0,1,315,4.99,True
568,-82.48663,35.61278,E,Entire home/apt,4,2.0,3.0,181.0,2,158,4.94,True
569,-82.56802,35.59016,B,Entire home/apt,4,2.0,2.0,135.0,1,137,4.93,True
570,-82.61573,35.59305,A,Entire home/apt,3,1.0,1.0,74.0,1,203,4.81,True
571,-82.50244,35.55847,C,Entire home/apt,2,1.0,1.0,75.0,2,283,4.95,True
572,-82.61177,35.50822,A,Entire home/apt,2,,1.0,102.0,2,204,4.94,False
573,-82.50377,35.61425,E,Private room,4,1.0,3.0,106.0,1,75,5.0,False
574,-82.57586,35.58492,A,Entire home/apt,2,1.0,1.0,140.0,2,288,4.95,True
575,-82.47677,35.60029,E,Entire home/apt,4,1.0,2.0,80.0,3,74,4.82,False
576,-82.65093,35.55402,G,Private room,2,1.0,1.0,60.0,2,97,4.93,False
577,-82.48319,35.6118,E,Entire home/apt,10,4.0,6.0,451.0,4,53,4.98,True
578,-82.56797,35.56828,A,Entire home/apt,7,3.0,4.0,310.0,3,52,4.92,True
579,-82.5255,35.56605,C,Entire home/apt,2,1.0,1.0,89.0,1,530,4.9,True
580,-82.60822,35.63911,D,Entire home/apt,6,3.0,4.0,199.0,3,184,4.93,True
581,-82.59825,35.58224,A,Entire home/apt,2,1.0,2.0,102.0,2,266,4.8,True
582,-82.52925,35.54744,C,Private room,2,1.0,1.0,65.0,1,15,5.0,False
583,-82.56761,35.57151,A,Entire home/apt,4,2.0,2.0,178.0,2,287,4.98,False
584,-82.61329,35.53801,A,Entire home/apt,3,,1.0,137.0,2,92,4.91,True
585,-82.50034,35.64614,D,Entire home/apt,2,1.0,1.0,111.0,2,117,4.97,False
586,-82.49533,35.55633,C,Entire home/apt,8,3.0,6.0,370.0,2,163,4.89,True
587,-82.65952,35.56371,G,Entire home/apt,4,1.0,4.0,90.0,1,102,4.85,True
588,-82.54797,35.62215,D,Private room,2,1.0,1.0,132.0,2,141,4.99,True
589,-82.56631,35.5981,B,Entire home/apt,4,1.0,1.0,121.0,2,219,4.97,True
590,-82.60583,35.53389,A,Entire home/apt,6,3.0,3.0,204.0,2,66,4.88,False
592,-82.60937,35.50952,A,Entire home/apt,2,1.0,1.0,94.0,1,314,4.97,False
593,-82.57438,35.58474,A,Entire home/apt,2,1.0,1.0,136.0,3,332,4.96,True
594,-82.58718,35.57571,A,Entire home/apt,3,,1.0,110.0,1,146,4.91,False
595,-82.54433,35.60369,B,Entire home/apt,4,,2.0,120.0,2,198,4.98,False
596,-82.57986,35.58404,A,Entire home/apt,4,1.0,2.0,105.0,1,73,4.59,False
597,-82.55697,35.59096,B,Entire home/apt,4,1.0,1.0,158.0,2,145,4.92,True
598,-82.52429,35.56837,C,Entire home/apt,2,1.0,1.0,159.0,5,121,4.98,True
599,-82.55745,35.59408,B,Entire home/apt,2,1.0,1.0,114.0,1,204,4.3,True
600,-82.54676,35.61255,B,Entire home/apt,2,1.0,1.0,160.0,3,183,4.95,True
601,-82.56718,35.59735,B,Entire home/apt,10,3.0,6.0,150.0,30,28,5.0,False
602,-82.57737,35.57378,A,Entire home/apt,2,1.0,1.0,138.0,1,59,4.92,False
603,-82.592979,35.572029,A,Private room,4,2.0,2.0,127.0,3,74,4.77,True
604,-82.57691,35.62427,D,Entire home/apt,8,3.0,5.0,233.0,2,202,4.94,True
605,-82.54209,35.57758,C,Entire home/apt,3,,1.0,105.0,2,192,4.81,True
606,-82.53987,35.62423,D,Entire home/apt,4,1.0,2.0,157.0,2,171,4.95,True
607,-82.50709,35.55982,C,Private room,2,1.0,1.0,90.0,2,54,5.0,False
608,-82.629,35.57962,A,Private room,1,1.0,1.0,58.0,2,156,4.93,False
609,-82.56913,35.56732,A,Entire home/apt,6,3.0,4.0,550.0,2,181,4.95,False
610,-82.52924,35.62714,D,Entire home/apt,5,2.0,2.0,239.0,2,215,4.98,True
611,-82.57237,35.63263,D,Entire home/apt,3,1.0,2.0,232.0,2,29,4.93,True
612,-82.59092,35.5758,A,Entire home/apt,2,1.0,1.0,101.0,2,169,4.89,False
613,-82.56912,35.46972,F,Entire home/apt,4,2.0,2.0,148.0,2,207,4.91,True
614,-82.57387,35.58431,A,Entire home/apt,2,1.0,1.0,130.0,2,214,4.95,True
615,-82.62047,35.57763,A,Private room,2,1.0,1.0,70.0,1,87,4.9,False
616,-82.49641,35.59742,E,Entire home/apt,4,2.0,3.0,65.0,2,428,4.97,False
617,-82.62452,35.63581,A,Entire home/apt,6,3.0,3.0,247.0,2,24,4.88,True
618,-82.52546,35.43864,H,Entire home/apt,2,1.0,1.0,58.0,3,281,4.91,False
619,-82.63005,35.57864,A,Entire home/apt,4,2.0,2.0,198.0,5,25,4.96,False
620,-82.62108,35.6243,A,Private room,2,1.0,1.0,70.0,2,213,4.89,True
621,-82.5296401977539,35.638580322265625,D,Entire home/apt,2,1.0,1.0,98.0,2,149,4.97,False
623,-82.48224,35.62198,E,Entire home/apt,10,3.0,5.0,391.0,3,134,5.0,True
624,-82.58579,35.57981,A,Entire home/apt,4,1.0,2.0,56.0,2,164,4.88,False
625,-82.50005,35.47041,F,Entire home/apt,2,1.0,1.0,78.0,1,213,4.76,False
626,-82.51944,35.56388,C,Entire home/apt,2,,2.0,98.0,30,220,4.97,False
627,-82.5302,35.5838,E,Private room,3,1.0,2.0,82.0,1,92,4.9,False
628,-82.59181,35.57162,A,Entire home/apt,4,2.0,2.0,148.0,30,97,4.87,False
629,-82.59603,35.64001,D,Private room,2,1.0,1.0,250.0,3,1,5.0,False
