,longitude,latitude,neigh,room_type,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable
688,-82.6086,35.50927,A,Entire home/apt,2,1.0,1.0,123.0,3,113,4.99,True
689,-82.56055,35.59895,B,Entire home/apt,4,2.0,2.0,93.0,28,7,4.86,True
690,-82.52837,35.56812,C,Entire home/apt,4,1.0,2.0,98.0,2,152,4.93,True
691,-82.56515,35.6029,B,Private room,3,1.0,1.0,299.0,1,0,,True
692,-82.56544,35.60438,B,Private room,2,1.0,1.0,232.0,1,1,5.0,True
693,-82.56724,35.60301,B,Private room,2,1.0,1.0,196.0,1,2,5.0,True
694,-82.52271,35.43625,H,Private room,2,1.0,1.0,52.0,1,208,4.96,True
695,-82.60316,35.57233,A,Entire home/apt,2,1.0,2.0,124.0,1,150,4.83,False
696,-82.58958,35.58178,A,Entire home/apt,3,1.0,2.0,128.0,2,352,5.0,False
697,-82.53189,35.55865,C,Private room,2,1.0,1.0,85.0,2,143,4.83,False
698,-82.5912,35.5934,A,Entire home/apt,2,,1.0,129.0,2,330,4.86,False
699,-82.56367,35.59841,B,Entire home/apt,3,1.0,1.0,112.0,2,194,4.91,False
700,-82.5969,35.61358,A,Entire home/apt,6,3.0,3.0,180.0,2,158,4.95,True
701,-82.46341,35.42789,H,Entire home/apt,4,2.0,2.0,94.0,2,204,5.0,False
702,-82.58097,35.61767,A,Entire home/apt,2,1.0,1.0,90.0,1,391,4.88,True
703,-82.5624,35.58098,B,Entire home/apt,2,1.0,1.0,131.0,3,212,4.95,False
704,-82.62004,35.57532,A,Private room,2,1.0,1.0,74.0,1,81,4.91,False
705,-82.53834,35.45628,F,Entire home/apt,16,6.0,9.0,795.0,2,67,5.0,True
706,-82.55788,35.60678,B,Entire home/apt,2,1.0,1.0,175.0,30,29,4.97,True
708,-82.55655,35.61301,B,Private room,2,1.0,1.0,89.0,1,225,4.95,False
709,-82.5082,35.60417,E,Private room,2,1.0,1.0,89.0,2,70,4.96,False
710,-82.55996,35.6019,B,Entire home/apt,6,2.0,2.0,159.0,1,564,4.9,True
711,-82.55514,35.60129,B,Entire home/apt,4,2.0,2.0,140.0,28,81,4.98,True
712,-82.65029,35.63189,A,Entire home/apt,12,3.0,5.0,113.0,1,313,4.86,False
713,-82.5641,35.60367,B,Private room,2,1.0,1.0,83.0,1,105,4.94,True
714,-82.53287,35.59282,E,Entire home/apt,6,2.0,2.0,98.0,1,270,4.95,False
715,-82.64056,35.6114,A,Entire home/apt,4,2.0,2.0,155.0,2,207,4.95,True
716,-82.55433,35.5982,B,Entire home/apt,2,1.0,1.0,233.0,2,168,4.98,True
717,-82.51881,35.481,F,Entire home/apt,3,1.0,2.0,110.0,3,135,4.94,False
718,-82.5553,35.6034,B,Private room,2,1.0,1.0,77.0,2,208,4.78,True
719,-82.53496,35.45492,F,Entire home/apt,8,3.0,4.0,135.0,4,11,4.64,False
720,-82.5358,35.45616,F,Private room,2,1.0,1.0,68.0,2,160,4.96,True
721,-82.59324,35.57429,A,Private room,2,1.0,1.0,350.0,2,57,4.93,False
722,-82.50748,35.55565,C,Entire home/apt,3,1.0,2.0,141.0,2,270,4.93,False
723,-82.6154,35.56951,A,Entire home/apt,6,2.0,3.0,125.0,2,134,4.91,True
724,-82.47448,35.61665,E,Private room,4,1.0,3.0,68.0,1,357,4.97,True
725,-82.55467,35.5986,B,Entire home/apt,2,,1.0,152.0,2,122,4.91,False
727,-82.54562,35.59499,B,Entire home/apt,3,1.0,4.0,161.0,2,467,4.93,True
728,-82.46546,35.59841,E,Entire home/apt,6,2.0,3.0,332.0,4,26,4.92,False
729,-82.58861,35.63323,D,Entire home/apt,2,,1.0,102.0,1,416,4.97,True
730,-82.52076,35.45282,F,Entire home/apt,4,2.0,3.0,99.0,2,108,4.99,True
731,-82.56453,35.60704,B,Hotel room,2,1.0,1.0,294.0,1,24,4.96,True
732,-82.53812,35.56103,C,Entire home/apt,6,3.0,4.0,110.0,30,15,5.0,False
733,-82.59157,35.56821,A,Entire home/apt,4,1.0,1.0,116.0,2,398,4.98,True
734,-82.51746,35.55986,C,Entire home/apt,4,2.0,3.0,100.0,28,10,5.0,True
735,-82.54971,35.59256,B,Private room,1,1.0,1.0,62.0,2,69,4.88,False
736,-82.62377,35.59741,A,Entire home/apt,2,1.0,1.0,100.0,1,207,4.74,True
737,-82.55268,35.59731,B,Entire home/apt,2,1.0,1.0,257.0,3,51,4.94,False
738,-82.55268,35.59731,B,Entire home/apt,4,1.0,1.0,282.0,3,43,5.0,False
739,-82.55268,35.59731,B,Entire home/apt,4,2.0,2.0,614.0,3,17,5.0,False
740,-82.46361,35.59938,E,Entire home/apt,4,2.0,3.0,198.0,3,29,4.9,False
741,-82.56288,35.59569,B,Entire home/apt,4,2.0,2.0,179.0,2,171,4.89,True
743,-82.51077,35.55229,C,Entire home/apt,4,1.0,2.0,90.0,1,66,4.95,True
744,-82.55506,35.59848,B,Entire home/apt,2,1.0,1.0,157.0,1,125,4.89,True
745,-82.54654,35.57829,C,Entire home/apt,2,2.0,1.0,150.0,28,55,4.85,True
746,-82.66047,35.64217,A,Entire home/apt,5,1.0,3.0,89.0,2,293,4.98,False
747,-82.58405,35.63547,D,Entire home/apt,3,,1.0,94.0,3,87,4.99,True
748,-82.5388,35.56321,C,Entire home/apt,4,2.0,2.0,209.0,2,277,4.99,True
749,-82.54744,35.57258,C,Entire home/apt,2,1.0,1.0,135.0,28,29,4.9,False
750,-82.64736,35.5761,A,Entire home/apt,2,1.0,1.0,131.0,3,117,4.94,False
751,-82.56453,35.60704,B,Hotel room,2,1.0,1.0,294.0,1,22,4.91,True
752,-82.56453,35.60704,B,Private room,2,1.0,1.0,288.0,1,40,4.95,True
753,-82.56453,35.60704,B,Hotel room,2,1.0,1.0,276.0,1,14,4.93,True
754,-82.56453,35.60704,B,Hotel room,2,1.0,1.0,294.0,1,11,5.0,True
755,-82.56453,35.60704,B,Hotel room,2,1.0,1.0,299.0,1,24,4.96,True
757,-82.53765,35.59529,E,Entire home/apt,2,1.0,1.0,158.0,1,60,4.82,True
758,-82.56056,35.63113,D,Entire home/apt,4,2.0,2.0,185.0,1,566,4.98,True
759,-82.57429,35.58496,A,Entire home/apt,4,1.0,2.0,160.0,2,121,4.88,True
760,-82.57823,35.57732,A,Entire home/apt,2,1.0,1.0,105.0,2,288,4.97,False
761,-82.57578,35.63781,D,Entire home/apt,2,1.0,1.0,84.0,2,58,4.74,True
762,-82.47023,35.46401,H,Entire home/apt,4,1.0,3.0,85.0,3,85,4.86,True
763,-82.53506,35.57303,E,Entire home/apt,2,1.0,1.0,149.0,2,260,5.0,True
764,-82.59549,35.62824,D,Entire home/apt,4,1.0,2.0,78.0,3,179,4.8,True
765,-82.58275,35.57584,A,Entire home/apt,8,3.0,3.0,255.0,30,20,4.9,True
766,-82.54742,35.59129,B,Entire home/apt,4,2.0,2.0,250.0,2,94,4.79,False
767,-82.55205,35.61328,D,Entire home/apt,2,1.0,1.0,89.0,3,99,5.0,True
768,-82.62926,35.55505,A,Private room,4,2.0,2.0,71.0,2,51,4.96,False
769,-82.58022,35.62635,D,Entire home/apt,5,2.0,2.0,200.0,3,121,4.88,True
770,-82.57331,35.58686,A,Entire home/apt,2,1.0,1.0,114.0,1,240,4.9,True
771,-82.55339,35.59751,B,Entire home/apt,3,1.0,2.0,225.0,1,158,4.99,True
772,-82.51794,35.53297,C,Private room,2,1.0,1.0,72.0,2,30,4.97,False
773,-82.63564,35.61091,A,Entire home/apt,2,1.0,1.0,73.0,1,168,4.88,False
774,-82.53234,35.60221,E,Entire home/apt,3,1.0,1.0,100.0,30,102,4.81,False
775,-82.56084,35.61128,D,Entire home/apt,4,2.0,2.0,169.0,3,91,4.92,False
776,-82.4745,35.48539,H,Entire home/apt,4,2.0,2.0,99.0,1,240,4.97,True
777,-82.50929,35.46536,F,Private room,2,1.0,1.0,75.0,2,36,5.0,True
778,-82.50604,35.55153,C,Entire home/apt,6,3.0,3.0,283.0,2,286,4.98,True
779,-82.57578,35.63781,D,Entire home/apt,2,1.0,1.0,81.0,2,59,4.73,True
780,-82.60613,35.57724,A,Private room,2,1.0,1.0,65.0,2,49,4.8,True
781,-82.55506,35.59848,B,Entire home/apt,4,2.0,2.0,339.0,2,133,4.97,False
782,-82.61329,35.51244,A,Entire home/apt,5,1.0,1.0,110.0,2,76,4.92,False
783,-82.521,35.55598,C,Hotel room,4,1.0,2.0,97.0,1,34,4.62,True
784,-82.48018,35.60123,E,Entire home/apt,6,2.0,3.0,154.0,2,274,4.99,True
785,-82.5946,35.57337,A,Entire home/apt,2,,1.0,74.0,2,226,4.91,False
786,-82.52551,35.56932,C,Entire home/apt,2,1.0,1.0,62.0,30,4,5.0,False
787,-82.52693,35.61266,E,Entire home/apt,8,3.0,6.0,475.0,2,101,5.0,False
788,-82.59675,35.56746,A,Entire home/apt,4,1.0,3.0,98.0,2,260,4.99,False
789,-82.56143,35.60197,B,Entire home/apt,9,5.0,5.0,250.0,30,1,5.0,False
790,-82.5492,35.61125,B,Private room,4,2.0,3.0,95.0,1,94,4.99,False
791,-82.54993,35.59058,B,Private room,1,1.0,1.0,52.0,1,119,4.83,False
792,-82.57564,35.58425,A,Entire home/apt,3,1.0,2.0,122.0,3,338,4.95,False
793,-82.57503,35.60694,B,Entire home/apt,2,,2.0,114.0,28,199,4.96,False
794,-82.50724,35.55934,C,Private room,2,1.0,1.0,69.0,1,736,4.82,True
797,-82.55073,35.60307,B,Entire home/apt,4,2.0,2.0,196.0,2,50,4.98,False
798,-82.49958,35.46937,F,Entire home/apt,7,3.0,3.0,179.0,1,85,4.78,False
799,-82.53024,35.492,C,Entire home/apt,4,1.0,1.0,89.0,1,334,4.96,True
800,-82.55604,35.62178,D,Entire home/apt,2,1.0,1.0,155.0,1,307,4.99,False
801,-82.52434,35.61738,E,Entire home/apt,8,4.0,5.0,356.0,2,157,4.88,True
802,-82.62639,35.57237,A,Private room,2,1.0,1.0,125.0,2,117,4.97,True
803,-82.57474,35.63706,D,Entire home/apt,2,1.0,1.0,108.0,2,50,4.84,True
804,-82.50299,35.59834,E,Private room,2,1.0,1.0,89.0,1,7,5.0,True
805,-82.61733,35.59032,A,Entire home/apt,6,3.0,3.0,180.0,30,8,5.0,False
806,-82.5755,35.58516,A,Private room,2,1.0,1.0,61.0,1,120,4.85,True
807,-82.54795,35.58978,B,Private room,2,1.0,1.0,123.0,2,222,5.0,True
808,-82.55725,35.57481,B,Private room,3,1.0,2.0,214.0,2,8,4.88,True
809,-82.57379,35.63959,D,Entire home/apt,4,2.0,2.0,121.0,2,34,4.76,True
810,-82.57344,35.57008,A,Entire home/apt,4,1.0,1.0,131.0,1,233,4.81,True
811,-82.47598,35.55456,C,Entire home/apt,6,3.0,4.0,179.0,3,98,4.94,True
812,-82.56957,35.45364,F,Entire home/apt,4,1.0,1.0,93.0,2,211,4.99,True
813,-82.56132,35.61704,D,Private room,2,1.0,1.0,89.0,1,72,4.83,False
814,-82.55703,35.60355,B,Private room,2,1.0,1.0,51.0,1,274,4.88,True
815,-82.61624,35.63537,D,Entire home/apt,11,4.0,7.0,543.0,2,211,4.9,True
816,-82.50365,35.61014,E,Private room,5,1.0,1.0,51.0,1,209,4.83,False
817,-82.58095,35.61906,A,Entire home/apt,6,3.0,3.0,189.0,3,128,4.88,True
818,-82.48396,35.59784,E,Entire home/apt,10,4.0,5.0,615.0,2,55,4.87,True
819,-82.55339,35.59751,B,Entire home/apt,2,1.0,1.0,326.0,1,178,4.98,True
821,-82.51315,35.53899,C,Private room,2,1.0,1.0,82.0,2,111,4.99,False
822,-82.59408,35.62793,D,Entire home/apt,6,2.0,4.0,105.0,2,296,4.9,True
823,-82.55438,35.59575,B,Entire home/apt,2,1.0,1.0,240.0,3,33,4.97,True
824,-82.58591,35.58926,A,Private room,2,1.0,1.0,78.0,1,257,4.9,True
825,-82.50582,35.5508,C,Entire home/apt,3,2.0,2.0,80.0,2,273,4.99,False
826,-82.60969,35.58217,A,Entire home/apt,2,1.0,1.0,84.0,2,108,4.9,False
827,-82.54383,35.60677,B,Entire home/apt,4,1.0,2.0,135.0,2,332,4.98,False
828,-82.51182,35.56448,C,Entire home/apt,2,1.0,1.0,105.0,2,171,4.93,True
829,-82.56256,35.47401,F,Entire home/apt,8,3.0,4.0,128.0,2,258,4.95,True
830,-82.55339,35.59751,B,Entire home/apt,2,1.0,1.0,309.0,1,142,4.99,True
831,-82.55339,35.59751,B,Entire home/apt,2,1.0,1.0,273.0,1,153,4.97,True
832,-82.59623,35.56687,A,Entire home/apt,4,2.0,3.0,198.0,3,83,4.96,False
833,-82.50294,35.59686,E,Private room,2,1.0,1.0,90.0,1,109,4.94,True
834,-82.60815,35.51045,A,Entire home/apt,8,3.0,3.0,205.0,2,131,4.98,True
835,-82.53487,35.6272,D,Entire home/apt,8,4.0,4.0,457.0,3,121,4.93,False
836,-82.58892,35.58391,A,Entire home/apt,2,1.0,1.0,82.0,2,312,4.89,True
837,-82.6492,35.57107,A,Entire home/apt,4,2.0,2.0,142.0,2,130,4.91,True
838,-82.55993,35.60131,B,Entire home/apt,2,1.0,1.0,55.0,30,14,4.93,False
839,-82.5924,35.56766,A,Entire home/apt,4,1.0,2.0,140.0,28,25,4.96,True
840,-82.61234,35.60544,A,Entire home/apt,4,1.0,1.0,98.0,1,336,4.96,True
841,-82.53829,35.57332,C,Entire home/apt,6,2.0,3.0,212.0,3,120,4.93,True
842,-82.62206,35.5787,A,Entire home/apt,3,,2.0,51.0,1,298,4.83,True
843,-82.55703,35.60355,B,Private room,2,1.0,1.0,59.0,1,291,4.89,True
844,-82.57261,35.65012,D,Entire home/apt,2,1.0,1.0,100.0,2,97,5.0,True
845,-82.56352,35.60433,B,Private room,2,1.0,1.0,259.0,1,12,5.0,True
846,-82.55164,35.591,B,Private room,2,1.0,1.0,92.0,2,82,4.87,False
847,-82.57115,35.62616,D,Entire home/apt,4,1.0,4.0,89.0,2,373,4.98,True
848,-82.52393,35.43403,H,Private room,2,1.0,1.0,56.0,1,191,4.97,False
849,-82.60391,35.60662,A,Entire home/apt,4,1.0,1.0,160.0,2,275,4.97,True
850,-82.56582,35.60776,B,Entire home/apt,2,1.0,2.0,83.0,30,4,5.0,False
851,-82.60692,35.62195,D,Entire home/apt,7,3.0,4.0,209.0,1,117,4.58,True
852,-82.60684,35.62088,D,Entire home/apt,2,1.0,2.0,75.0,1,218,4.75,True
854,-82.60034,35.58796,A,Entire home/apt,4,2.0,2.0,184.0,3,148,4.94,True
856,-82.60836,35.62281,D,Entire home/apt,10,4.0,6.0,270.0,1,128,4.64,True
857,-82.55154,35.58549,B,Entire home/apt,2,1.0,1.0,192.0,3,165,4.98,False
858,-82.49938,35.58194,E,Entire home/apt,2,1.0,1.0,77.0,2,225,4.97,True
859,-82.57912,35.586,A,Private room,3,,1.0,116.0,1,83,4.99,False
860,-82.57485,35.61016,B,Private room,2,1.0,1.0,75.0,2,75,4.88,True
861,-82.64493,35.57599,A,Entire home/apt,3,1.0,2.0,134.0,3,59,4.95,True
863,-82.59457,35.57671,A,Private room,2,1.0,1.0,59.0,3,9,5.0,False
864,-82.64613,35.64379,A,Entire home/apt,3,,2.0,125.0,3,58,4.98,True
865,-82.49203,35.48958,C,Entire home/apt,8,3.0,4.0,167.0,1,127,4.8,True
867,-82.54448,35.64099,D,Entire home/apt,2,1.0,1.0,62.0,30,11,5.0,False
868,-82.48854,35.55378,C,Entire home/apt,2,1.0,1.0,111.0,1,120,4.98,False
869,-82.5268,35.652,D,Entire home/apt,2,,1.0,115.0,2,153,4.88,False
870,-82.53771,35.45604,F,Entire home/apt,16,6.0,9.0,566.0,3,35,5.0,True
871,-82.56078,35.58262,B,Entire home/apt,6,2.0,2.0,289.0,2,170,4.99,True
873,-82.50631,35.56004,C,Entire home/apt,2,1.0,1.0,83.0,2,407,4.96,False
874,-82.57231,35.58413,A,Entire home/apt,5,2.0,3.0,200.0,30,112,4.99,False
875,-82.4994,35.47067,F,Entire home/apt,2,1.0,1.0,112.0,1,236,4.75,False
876,-82.5662,35.59842,B,Entire home/apt,4,2.0,2.0,226.0,3,99,4.99,False
877,-82.49332,35.59638,E,Entire home/apt,4,1.0,2.0,82.0,2,272,4.96,True
878,-82.46718,35.55073,C,Entire home/apt,2,1.0,3.0,178.0,1,204,5.0,True
879,-82.58675,35.63026,D,Entire home/apt,8,3.0,6.0,279.0,2,110,4.98,True
880,-82.57867,35.57265,A,Entire home/apt,3,,1.0,123.0,1,247,4.97,True
881,-82.53551,35.62858,D,Entire home/apt,6,3.0,4.0,336.0,2,78,4.86,True
882,-82.50194,35.4794,F,Entire home/apt,2,1.0,2.0,60.0,2,142,4.94,True
883,-82.56598,35.56729,C,Entire home/apt,16,5.0,11.0,1015.0,2,87,4.99,True
884,-82.46964,35.59304,E,Entire home/apt,5,3.0,3.0,170.0,3,70,4.97,True
885,-82.60414,35.6067,A,Entire home/apt,2,1.0,1.0,92.0,2,183,4.99,False
886,-82.54511,35.59551,B,Entire home/apt,2,1.0,1.0,114.0,2,435,4.95,True
887,-82.53875,35.4619,F,Entire home/apt,2,1.0,1.0,68.0,2,63,4.92,True
888,-82.59422,35.57333,A,Entire home/apt,4,2.0,3.0,134.0,1,148,4.91,True
889,-82.56667,35.56834,A,Entire home/apt,16,7.0,12.0,986.0,2,81,5.0,True
890,-82.64394,35.60031,A,Entire home/apt,4,1.0,2.0,158.0,2,194,4.79,True
891,-82.53476,35.61701,D,Entire home/apt,4,2.0,2.0,175.0,2,103,4.9,True
892,-82.55549,35.59861,B,Entire home/apt,3,1.0,1.0,164.0,2,234,4.91,True
893,-82.47427,35.62101,E,Private room,2,1.0,1.0,95.0,3,0,,False
894,-82.55112,35.58601,B,Private room,2,1.0,1.0,60.0,1,144,4.87,True
895,-82.53658,35.59374,E,Entire home/apt,5,2.0,2.0,213.0,1,3,5.0,True
896,-82.60691,35.5794,A,Entire home/apt,2,,1.0,89.0,2,239,4.94,True
897,-82.50907,35.54971,C,Entire home/apt,7,2.0,3.0,108.0,1,237,4.9,False
898,-82.51593,35.48545,C,Entire home/apt,10,3.0,5.0,325.0,2,84,4.93,False
899,-82.53923,35.63788,D,Private room,4,2.0,2.0,66.0,1,111,4.96,False
900,-82.54247,35.6036,B,Entire home/apt,6,2.0,3.0,275.0,3,67,4.91,False
902,-82.56905,35.56747,A,Entire home/apt,14,4.0,7.0,725.0,3,79,4.96,False
903,-82.58676,35.59027,A,Private room,2,1.0,1.0,125.0,1,70,4.69,True
904,-82.4805,35.54919,C,Entire home/apt,8,3.0,3.0,215.0,2,134,4.9,False
905,-82.54008,35.61229,D,Entire home/apt,8,3.0,4.0,170.0,30,6,4.83,False
906,-82.6085,35.57648,A,Entire home/apt,4,1.0,2.0,87.0,2,320,4.96,True
907,-82.51022,35.47231,F,Entire home/apt,6,3.0,4.0,167.0,2,8,4.38,True
908,-82.61134,35.60353,A,Private room,2,1.0,1.0,51.0,1,416,4.9,False
909,-82.49261,35.5336,C,Entire home/apt,2,1.0,1.0,60.0,2,52,4.98,False
910,-82.48546,35.55486,C,Entire home/apt,2,1.0,1.0,92.0,1,230,4.9,False
911,-82.51187,35.54735,C,Entire home/apt,4,,2.0,97.0,2,106,4.9,True
912,-82.51756,35.56537,C,Entire home/apt,2,1.0,1.0,185.0,1,228,4.95,True
913,-82.55571,35.59943,B,Entire home/apt,3,1.0,1.0,74.0,30,7,5.0,True
914,-82.64605,35.57314,A,Entire home/apt,4,2.0,3.0,136.0,2,86,4.95,False
915,-82.55462,35.60901,B,Entire home/apt,3,2.0,2.0,160.0,2,181,4.93,False
916,-82.55592,35.60172,B,Entire home/apt,2,,1.0,116.0,2,20,4.95,False
917,-82.50215,35.55523,C,Entire home/apt,5,2.0,2.0,141.0,2,176,4.99,True
918,-82.50202,35.59674,E,Private room,2,1.0,1.0,700.0,30,0,,False
919,-82.539764,35.608898,D,Entire home/apt,4,1.0,1.0,132.0,2,59,4.86,False
920,-82.55086,35.58468,B,Private room,1,1.0,1.0,60.0,1,178,4.87,True
921,-82.50341,35.47435,F,Entire home/apt,15,4.0,7.0,323.0,2,92,4.84,True
922,-82.54739,35.58037,C,Private room,2,1.0,1.0,68.0,2,54,4.94,True
923,-82.50741,35.55335,C,Entire home/apt,2,1.0,2.0,99.0,2,85,4.88,True
924,-82.57456,35.57632,A,Entire home/apt,2,1.0,1.0,108.0,1,237,4.94,True
925,-82.55367,35.59477,B,Entire home/apt,5,1.0,1.0,313.0,1,16,5.0,True
926,-82.52669,35.65103,D,Entire home/apt,2,,1.0,96.0,2,164,4.73,False
927,-82.56041,35.59896,B,Entire home/apt,4,2.0,2.0,125.0,28,16,4.94,False
928,-82.60371,35.61172,A,Entire home/apt,16,5.0,1.0,380.0,1,1,5.0,False
929,-82.58265,35.64954,D,Entire home/apt,4,2.0,3.0,124.0,1,158,4.96,True
930,-82.5334,35.60192,E,Entire home/apt,5,2.0,4.0,165.0,30,36,4.86,True
931,-82.54143,35.59451,B,Entire home/apt,4,2.0,2.0,252.0,2,156,4.83,False
932,-82.47441,35.52471,C,Entire home/apt,6,3.0,3.0,234.0,2,95,4.97,True
933,-82.60504,35.50253,A,Entire home/apt,4,1.0,1.0,64.0,2,264,4.98,True
934,-82.53081,35.63752,D,Entire home/apt,2,1.0,1.0,62.0,30,20,5.0,False
935,-82.48416,35.53356,C,Entire home/apt,4,2.0,2.0,135.0,2,103,4.97,False
936,-82.61019,35.60191,A,Entire home/apt,6,2.0,2.0,146.0,2,92,4.98,True
937,-82.54063,35.61693,D,Entire home/apt,2,1.0,1.0,225.0,2,93,4.98,False
938,-82.50522,35.56121,C,Entire home/apt,4,2.0,2.0,150.0,30,9,5.0,False
939,-82.53355,35.55205,C,Entire home/apt,2,1.0,1.0,61.0,30,5,5.0,False
940,-82.47669,35.59705,E,Entire home/apt,6,3.0,3.0,201.0,3,124,4.91,True
941,-82.66459,35.56754,G,Entire home/apt,2,1.0,1.0,79.0,1,64,4.92,False
942,-82.55755,35.59369,B,Entire home/apt,6,2.0,3.0,280.0,2,135,4.96,True
943,-82.59108,35.57144,A,Entire home/apt,8,3.0,3.0,385.0,3,0,,False
944,-82.53379,35.62764,D,Entire home/apt,4,2.0,2.0,225.0,2,86,4.99,True
945,-82.51609,35.52812,C,Entire home/apt,4,1.0,2.0,85.0,2,63,4.89,False
946,-82.47118,35.6039,E,Entire home/apt,10,3.0,3.0,300.0,2,224,4.95,True
947,-82.47932,35.51663,C,Entire home/apt,10,4.0,6.0,311.0,1,115,4.69,True
948,-82.51217,35.44134,H,Entire home/apt,6,3.0,3.0,168.0,4,65,4.92,False
949,-82.62338,35.58875,A,Entire home/apt,4,1.0,2.0,114.0,6,99,4.98,False
950,-82.54544,35.65084,D,Entire home/apt,3,1.0,2.0,204.0,2,115,5.0,True
951,-82.6217,35.59779,A,Entire home/apt,2,1.0,1.0,102.0,1,150,4.77,True
952,-82.46311,35.55289,C,Entire home/apt,6,3.0,4.0,305.0,3,124,4.98,False
953,-82.57758,35.57275,A,Entire home/apt,4,1.0,2.0,144.0,1,256,4.98,False
954,-82.59633,35.57981,A,Entire home/apt,5,,4.0,107.0,2,107,4.91,False
955,-82.55683,35.60575,B,Entire home/apt,2,1.0,1.0,109.0,2,118,4.97,True
956,-82.55731,35.61685,D,Entire home/apt,2,1.0,1.0,132.0,1,333,4.95,True
957,-82.59435,35.48705,F,Entire home/apt,3,,2.0,119.0,2,209,4.97,True
958,-82.54158,35.56399,C,Entire home/apt,3,1.0,2.0,129.0,2,468,4.98,True
959,-82.49443,35.54752,C,Entire home/apt,4,2.0,2.0,80.0,6,120,4.9,True
960,-82.59718,35.51971,A,Entire home/apt,4,2.0,2.0,111.0,3,84,4.89,False
961,-82.59821,35.51917,A,Entire home/apt,4,2.0,2.0,120.0,3,35,4.89,False
962,-82.54194,35.56482,C,Entire home/apt,6,2.0,3.0,179.0,1,12,4.83,True
963,-82.57349,35.65188,D,Entire home/apt,2,,1.0,118.0,2,392,5.0,True
964,-82.61284,35.52491,A,Private room,3,1.0,3.0,77.0,2,240,4.86,True
965,-82.51166,35.49028,C,Entire home/apt,8,4.0,4.0,239.0,1,10,4.7,True
966,-82.53424,35.63467,D,Entire home/apt,2,1.0,1.0,103.0,3,106,4.94,True
967,-82.50743,35.48763,C,Entire home/apt,16,7.0,11.0,399.0,1,14,4.86,True
968,-82.53096,35.65356,D,Entire home/apt,8,3.0,4.0,239.0,1,7,4.86,True
969,-82.57633,35.62946,D,Entire home/apt,4,1.0,2.0,95.0,1,327,4.91,True
970,-82.65634,35.59548,A,Entire home/apt,2,1.0,2.0,80.0,1,13,4.92,True
971,-82.65603,35.59558,A,Entire home/apt,2,1.0,1.0,88.0,1,3,3.33,True
972,-82.59728,35.58407,A,Entire home/apt,3,1.0,1.0,88.0,1,193,4.92,True
973,-82.59892,35.62926,D,Entire home/apt,6,3.0,3.0,126.0,2,164,4.99,True
974,-82.60295,35.58723,A,Entire home/apt,6,2.0,2.0,200.0,30,63,4.9,False
976,-82.63344,35.63743,A,Entire home/apt,6,3.0,4.0,193.0,1,131,4.97,True
977,-82.63697,35.58731,A,Entire home/apt,2,1.0,2.0,84.0,2,51,4.9,False
978,-82.56548,35.62704,D,Private room,4,1.0,4.0,149.0,2,45,4.93,False
979,-82.54097,35.5639,C,Entire home/apt,4,2.0,2.0,161.0,2,155,4.9,True
980,-82.50311,35.468,F,Entire home/apt,12,5.0,6.0,441.0,1,8,5.0,True
981,-82.56269,35.59043,B,Entire home/apt,5,2.0,2.0,219.0,2,228,4.86,True
982,-82.56131,35.59904,B,Entire home/apt,2,,1.0,65.0,28,3,5.0,True
983,-82.58318,35.61879,A,Private room,2,1.0,1.0,160.0,1,44,4.93,False
984,-82.49205,35.52907,C,Entire home/apt,10,3.0,7.0,563.0,2,154,4.97,False
985,-82.52985,35.62542,D,Entire home/apt,6,3.0,3.0,394.0,2,79,4.96,True
986,-82.56642,35.56888,A,Entire home/apt,16,6.0,13.0,1250.0,2,67,5.0,True
987,-82.50248,35.55583,C,Entire home/apt,2,1.0,1.0,113.0,2,20,5.0,True
988,-82.64849,35.61336,A,Entire home/apt,12,4.0,6.0,378.0,3,61,4.84,False
989,-82.49405,35.63697,D,Entire home/apt,9,4.0,6.0,195.0,1,23,4.91,True
990,-82.48018,35.53873,C,Entire home/apt,2,1.0,1.0,115.0,1,23,4.87,True
991,-82.55061,35.59602,B,Entire home/apt,2,1.0,1.0,188.0,1,163,4.84,True
992,-82.55054,35.59589,B,Entire home/apt,4,2.0,3.0,279.0,1,157,4.83,True
993,-82.55061,35.59602,B,Entire home/apt,2,1.0,1.0,156.0,1,150,4.91,True
994,-82.54326,35.59268,B,Private room,4,2.0,2.0,247.0,2,39,5.0,False
995,-82.502518,35.555939,C,Entire home/apt,3,,2.0,159.0,1,316,4.98,True
996,-82.47737,35.55495,C,Entire home/apt,10,3.0,6.0,230.0,2,172,4.85,True
997,-82.56156,35.58265,B,Entire home/apt,3,1.0,2.0,131.0,2,309,4.89,False
998,-82.5696,35.58467,A,Entire home/apt,2,1.0,1.0,124.0,1,224,4.95,True
999,-82.55506,35.59848,B,Entire home/apt,2,1.0,2.0,154.0,2,204,4.94,True
1000,-82.48827,35.52388,C,Entire home/apt,13,4.0,7.0,499.0,3,50,4.84,True
1001,-82.55728,35.60685,B,Entire home/apt,6,2.0,3.0,91.0,3,41,4.97,True
1002,-82.60048,35.5764,A,Entire home/apt,4,1.0,2.0,118.0,2,285,4.94,False
1003,-82.55976,35.60156,B,Entire home/apt,4,2.0,2.0,273.0,3,70,4.97,False
